,SHD,predicted edges,FDR
0,22,21,0.8571428571428571
1,27,23,0.9565217391304348
2,21,23,0.8260869565217391
3,19,21,0.8095238095238095
4,31,28,0.9285714285714286
5,34,32,0.90625
6,30,27,0.8888888888888888
7,32,35,0.8285714285714286
8,28,29,0.8275862068965517
9,33,37,0.8378378378378378
10,26,29,0.7931034482758621
11,35,39,0.8717948717948718
12,22,17,0.8823529411764706
13,12,7,0.7142857142857143
14,11,14,0.6428571428571429
15,11,14,0.6428571428571429
16,12,15,0.6666666666666666
17,12,15,0.6666666666666666
18,12,15,0.6666666666666666
19,11,13,0.6153846153846154
20,12,15,0.6666666666666666
21,12,15,0.6666666666666666
22,12,15,0.6666666666666666
23,12,15,0.6666666666666666
24,12,15,0.6666666666666666
25,12,15,0.6666666666666666
26,13,16,0.6875
27,13,16,0.6875
28,13,16,0.6875
29,13,16,0.6875
30,13,16,0.6875
31,12,15,0.6666666666666666
