,SHD,predicted edges,FDR
0,3,8,0.125
1,38,39,0.9743589743589743
2,18,19,0.7368421052631579
3,13,16,0.625
4,11,16,0.5625
5,12,17,0.5882352941176471
6,15,16,0.6875
7,17,18,0.7222222222222222
8,18,19,0.7368421052631579
9,18,19,0.7368421052631579
10,17,20,0.7
11,16,19,0.6842105263157895
12,15,18,0.6666666666666666
13,15,18,0.6666666666666666
14,14,17,0.6470588235294118
15,14,17,0.6470588235294118
16,13,16,0.625
17,13,16,0.625
18,13,16,0.625
19,13,16,0.625
20,13,16,0.625
21,13,16,0.625
22,12,15,0.6
23,13,16,0.625
24,12,13,0.6153846153846154
