,SHD,predicted edges,FDR
0,116,114,0.868421052631579
1,217,206,0.9611650485436893
2,130,124,0.9112903225806451
3,416,524,0.9694656488549618
4,398,471,0.9660297239915074
5,371,408,0.9656862745098039
6,362,373,0.9651474530831099
7,339,345,0.9652173913043478
8,266,269,0.9479553903345725
9,71,75,0.8
10,63,53,0.8490566037735849
11,39,41,0.6585365853658537
12,32,39,0.5641025641025641
13,35,42,0.5952380952380952
14,27,37,0.5135135135135135
15,27,36,0.5
16,27,36,0.5
17,27,36,0.5
18,27,36,0.5
19,27,36,0.5
20,27,36,0.5
21,27,36,0.5
22,27,36,0.5
23,27,36,0.5
24,27,36,0.5
25,27,36,0.5
26,27,36,0.5
27,27,36,0.5
