,SHD,predicted edges,FDR
0,14,19,0.631578947368421
1,10,18,0.5
2,8,18,0.4444444444444444
3,9,19,0.47368421052631576
4,10,20,0.5
5,10,20,0.5
6,10,20,0.5
7,10,20,0.5
8,11,21,0.5238095238095238
9,11,21,0.5238095238095238
10,11,21,0.5238095238095238
11,11,21,0.5238095238095238
12,11,21,0.5238095238095238
13,11,21,0.5238095238095238
14,11,21,0.5238095238095238
15,10,20,0.5
16,10,20,0.5
17,9,19,0.47368421052631576
18,6,14,0.35714285714285715
19,6,14,0.35714285714285715
20,6,14,0.35714285714285715
21,6,14,0.35714285714285715
