,SHD,predicted edges,FDR
0,54,82,0.6219512195121951
1,65,83,0.6867469879518072
2,365,429,0.9603729603729604
3,351,387,0.9664082687338501
4,333,345,0.9652173913043478
5,310,308,0.9675324675324676
6,269,260,0.9692307692307692
7,409,642,0.956386292834891
8,406,619,0.9596122778675282
9,403,595,0.957983193277311
10,390,555,0.954954954954955
11,382,517,0.9574468085106383
12,374,488,0.9569672131147541
13,370,461,0.9587852494577006
14,364,429,0.9627039627039627
15,349,388,0.9664948453608248
16,329,344,0.9651162790697675
17,317,329,0.9604863221884499
18,285,286,0.958041958041958
19,238,244,0.930327868852459
20,141,135,0.8962962962962963
21,95,100,0.8
22,91,99,0.7878787878787878
23,101,113,0.7964601769911505
24,94,112,0.7678571428571429
25,95,115,0.7739130434782608
26,89,109,0.7614678899082569
27,88,108,0.7592592592592593
28,88,108,0.7592592592592593
29,89,109,0.7614678899082569
30,90,110,0.7636363636363637
31,92,112,0.7678571428571429
32,90,110,0.7636363636363637
33,90,110,0.7636363636363637
34,90,110,0.7636363636363637
35,91,111,0.7657657657657657
36,90,110,0.7636363636363637
37,93,113,0.7699115044247787
38,93,113,0.7699115044247787
39,92,112,0.7678571428571429
40,93,113,0.7699115044247787
41,93,112,0.7678571428571429
42,93,113,0.7699115044247787
43,93,113,0.7699115044247787
44,92,112,0.7678571428571429
45,93,113,0.7699115044247787
46,93,113,0.7699115044247787
47,92,112,0.7678571428571429
48,92,111,0.7657657657657657
49,92,111,0.7657657657657657
