,SHD,predicted edges,FDR
0,49,38,0.9736842105263158
1,51,44,0.9545454545454546
2,40,32,0.9375
3,40,30,0.9333333333333333
4,40,30,0.9333333333333333
5,47,37,0.9459459459459459
6,50,39,0.9487179487179487
7,47,36,0.9444444444444444
8,52,42,0.9523809523809523
9,50,39,0.9743589743589743
10,50,37,0.972972972972973
11,50,37,0.972972972972973
12,52,39,0.9743589743589743
13,57,43,0.9767441860465116
14,58,45,0.9777777777777777
15,57,46,0.9782608695652174
16,60,48,0.9791666666666666
17,59,48,0.9791666666666666
18,56,45,0.9777777777777777
19,57,46,0.9782608695652174
20,55,44,0.9772727272727273
21,57,46,0.9782608695652174
22,54,42,0.9761904761904762
23,56,45,0.9777777777777777
24,53,41,0.975609756097561
25,54,42,0.9761904761904762
