,SHD,predicted edges,FDR
0,200,172,0.9534883720930233
1,103,85,0.8470588235294118
2,52,27,0.6296296296296297
3,49,36,0.5833333333333334
4,47,34,0.5588235294117647
5,45,31,0.5161290322580645
6,46,29,0.5172413793103449
7,44,31,0.4838709677419355
8,43,32,0.46875
9,44,33,0.48484848484848486
10,45,32,0.5
11,45,32,0.5
12,45,33,0.5151515151515151
13,42,32,0.46875
14,42,30,0.4666666666666667
15,42,29,0.4482758620689655
16,42,29,0.4482758620689655
17,41,28,0.42857142857142855
18,41,28,0.42857142857142855
19,40,29,0.41379310344827586
20,41,28,0.42857142857142855
21,42,27,0.4444444444444444
22,41,28,0.42857142857142855
23,41,23,0.391304347826087
24,41,26,0.4230769230769231
25,42,24,0.4166666666666667
26,42,24,0.4166666666666667
