,SHD,predicted edges,FDR
0,26,30,0.7333333333333333
1,27,32,0.71875
2,15,21,0.5238095238095238
3,12,17,0.4117647058823529
4,12,16,0.375
5,11,14,0.35714285714285715
6,13,16,0.4375
7,13,16,0.4375
8,14,15,0.4666666666666667
9,13,13,0.38461538461538464
10,13,13,0.38461538461538464
11,14,12,0.4166666666666667
12,13,11,0.36363636363636365
13,13,11,0.36363636363636365
14,12,12,0.3333333333333333
15,12,12,0.3333333333333333
16,12,12,0.3333333333333333
17,12,12,0.3333333333333333
18,12,12,0.3333333333333333
19,12,12,0.3333333333333333
20,12,12,0.3333333333333333
21,12,12,0.3333333333333333
22,12,12,0.3333333333333333
23,13,9,0.3333333333333333
