,SHD,predicted edges,FDR
0,17,0,0.0
1,41,79,0.7974683544303798
2,13,8,0.25
3,18,1,1.0
4,17,0,0.0
5,17,0,0.0
6,17,0,0.0
7,18,1,1.0
8,18,5,0.8
9,18,8,0.75
10,18,8,0.75
11,21,11,0.8181818181818182
12,22,13,0.8461538461538461
13,23,14,0.8571428571428571
14,23,14,0.8571428571428571
15,23,14,0.8571428571428571
16,24,13,0.9230769230769231
17,25,14,0.9285714285714286
18,25,16,0.875
19,25,15,0.8666666666666667
20,26,16,0.875
21,26,16,0.875
22,27,17,0.8823529411764706
23,27,17,0.8823529411764706
24,27,17,0.8823529411764706
25,27,17,0.8823529411764706
26,26,18,0.8333333333333334
27,25,19,0.7894736842105263
28,24,18,0.7777777777777778
29,24,18,0.7777777777777778
30,24,18,0.7777777777777778
31,24,18,0.7777777777777778
32,24,17,0.7647058823529411
33,24,17,0.7647058823529411
34,24,17,0.7647058823529411
35,24,17,0.7647058823529411
36,24,17,0.7647058823529411
37,24,17,0.7647058823529411
38,24,17,0.7647058823529411
39,24,17,0.7647058823529411
40,24,17,0.7647058823529411
41,24,17,0.7647058823529411
42,24,17,0.7647058823529411
43,24,17,0.7647058823529411
44,24,17,0.7647058823529411
45,24,17,0.7647058823529411
46,23,16,0.75
47,23,17,0.7647058823529411
48,23,17,0.7647058823529411
49,23,17,0.7647058823529411
50,23,18,0.7777777777777778
51,23,18,0.7777777777777778
52,23,18,0.7777777777777778
53,23,18,0.7777777777777778
