,SHD,predicted edges,FDR
0,82,74,0.9459459459459459
1,42,43,0.7674418604651163
2,47,50,0.76
3,45,47,0.7446808510638298
4,42,44,0.7272727272727273
5,38,42,0.6666666666666666
6,39,43,0.6744186046511628
7,36,40,0.65
8,39,42,0.6666666666666666
9,39,42,0.6666666666666666
10,38,40,0.65
11,39,41,0.6585365853658537
12,41,41,0.6829268292682927
13,41,41,0.6829268292682927
14,40,40,0.675
15,41,39,0.6923076923076923
16,40,38,0.6842105263157895
17,41,39,0.6923076923076923
18,42,40,0.7
19,43,39,0.717948717948718
20,43,39,0.717948717948718
21,39,33,0.696969696969697
22,40,32,0.71875
23,41,33,0.7272727272727273
24,40,32,0.71875
25,41,35,0.7142857142857143
26,40,32,0.71875
