,SHD,predicted edges,FDR
0,36,32,0.78125
1,210,400,0.9525
2,210,400,0.9525
3,210,400,0.9525
4,210,400,0.9525
5,210,400,0.9525
6,210,400,0.9525
7,210,400,0.9525
8,210,400,0.9525
9,210,400,0.9525
10,210,400,0.9525
11,210,400,0.9525
12,210,400,0.9525
13,210,400,0.9525
14,210,400,0.9525
15,210,400,0.9525
16,210,400,0.9525
17,210,400,0.9525
18,210,400,0.9525
19,210,400,0.9525
20,210,400,0.9525
21,210,400,0.9525
22,210,400,0.9525
23,210,400,0.9525
24,210,400,0.9525
25,210,400,0.9525
26,210,400,0.9525
27,210,400,0.9525
28,210,400,0.9525
29,210,400,0.9525
30,210,400,0.9525
31,210,400,0.9525
32,210,400,0.9525
33,210,400,0.9525
34,210,400,0.9525
35,210,400,0.9525
36,210,400,0.9525
37,210,400,0.9525
38,210,400,0.9525
39,210,400,0.9525
40,210,400,0.9525
41,210,400,0.9525
42,210,400,0.9525
43,210,400,0.9525
44,210,400,0.9525
45,210,400,0.9525
46,210,400,0.9525
47,210,400,0.9525
48,210,400,0.9525
49,210,400,0.9525
