,SHD,predicted edges,FDR
0,1029,1123,0.97506678539626
1,977,1013,0.9753208292201382
2,908,914,0.9748358862144421
3,881,884,0.9762443438914027
4,813,818,0.9718826405867971
5,366,375,0.928
6,116,136,0.7647058823529411
7,74,98,0.6632653061224489
8,50,79,0.5569620253164557
9,48,77,0.5454545454545454
10,46,75,0.5333333333333333
11,45,74,0.527027027027027
12,47,76,0.5394736842105263
13,46,75,0.5333333333333333
14,46,75,0.5333333333333333
15,47,76,0.5394736842105263
16,42,71,0.5070422535211268
17,45,74,0.527027027027027
18,41,71,0.5070422535211268
19,43,70,0.5142857142857142
20,43,73,0.5205479452054794
21,42,70,0.5142857142857142
22,42,70,0.5142857142857142
23,39,67,0.4925373134328358
