,SHD,predicted edges,FDR
0,78,68,0.8823529411764706
1,124,118,0.923728813559322
2,142,151,0.9403973509933775
3,124,129,0.8992248062015504
4,100,94,0.9042553191489362
5,65,61,0.819672131147541
6,80,72,0.8888888888888888
7,43,42,0.7380952380952381
8,35,38,0.6578947368421053
9,34,35,0.6285714285714286
10,34,38,0.631578947368421
11,34,37,0.6216216216216216
12,30,36,0.5833333333333334
13,33,39,0.6153846153846154
14,33,39,0.6153846153846154
15,34,40,0.625
16,37,43,0.6511627906976745
17,37,43,0.6511627906976745
18,36,42,0.6428571428571429
19,28,36,0.5555555555555556
20,24,32,0.5
