,SHD,predicted edges,FDR
0,27,22,0.8181818181818182
1,44,71,0.7887323943661971
2,44,65,0.8153846153846154
3,41,59,0.7966101694915254
4,40,55,0.7818181818181819
5,38,46,0.782608695652174
6,31,40,0.775
7,33,34,0.8529411764705882
8,28,28,0.75
9,27,27,0.7407407407407407
10,39,43,0.9302325581395349
11,34,33,0.9090909090909091
12,38,33,0.9393939393939394
13,34,38,0.868421052631579
14,27,24,0.7916666666666666
15,32,40,0.775
16,31,35,0.7428571428571429
17,27,25,0.76
18,27,23,0.8260869565217391
19,34,47,0.7446808510638298
20,32,41,0.7317073170731707
21,25,19,0.7894736842105263
22,12,20,0.4
23,21,24,0.6666666666666666
24,22,20,0.65
25,25,16,0.75
26,22,15,0.6666666666666666
27,26,22,0.7272727272727273
28,25,25,0.68
29,23,24,0.625
30,24,24,0.6666666666666666
31,24,24,0.6666666666666666
32,24,24,0.6666666666666666
33,24,24,0.6666666666666666
34,24,25,0.68
35,24,25,0.68
36,24,25,0.68
37,24,25,0.68
38,24,25,0.68
39,24,25,0.68
