,SHD,predicted edges,FDR
0,58,57,0.9298245614035088
1,63,62,0.9354838709677419
2,59,60,0.9166666666666666
3,54,54,0.9074074074074074
4,55,53,0.9245283018867925
5,52,48,0.9375
6,50,46,0.9347826086956522
7,50,46,0.9347826086956522
8,51,47,0.9361702127659575
9,49,45,0.9333333333333333
10,49,45,0.9333333333333333
11,46,42,0.9285714285714286
12,43,39,0.9230769230769231
13,43,39,0.9230769230769231
14,43,39,0.9230769230769231
15,38,34,0.9117647058823529
16,36,32,0.90625
17,36,32,0.90625
18,36,32,0.90625
19,36,31,0.9032258064516129
20,36,32,0.90625
21,36,31,0.9032258064516129
22,36,31,0.9032258064516129
23,36,31,0.9032258064516129
24,35,30,0.9
