,SHD,predicted edges,FDR
0,94,83,0.8674698795180723
1,41,50,0.52
2,31,49,0.42857142857142855
3,30,44,0.4090909090909091
4,25,39,0.3076923076923077
5,19,31,0.16129032258064516
6,15,29,0.06896551724137931
7,13,29,0.034482758620689655
8,15,29,0.06896551724137931
9,14,28,0.03571428571428571
10,17,25,0.04
11,17,25,0.04
12,17,25,0.04
13,17,25,0.04
14,18,24,0.041666666666666664
15,19,23,0.043478260869565216
16,19,23,0.043478260869565216
17,19,23,0.043478260869565216
18,19,23,0.043478260869565216
19,19,23,0.043478260869565216
20,19,23,0.043478260869565216
21,19,23,0.043478260869565216
22,19,23,0.043478260869565216
23,19,23,0.043478260869565216
