,SHD,predicted edges,FDR
0,28,33,0.6060606060606061
1,30,31,0.6451612903225806
2,19,18,0.4444444444444444
3,14,13,0.23076923076923078
4,12,13,0.15384615384615385
5,12,13,0.15384615384615385
6,12,13,0.15384615384615385
7,12,14,0.14285714285714285
8,13,13,0.15384615384615385
9,13,13,0.15384615384615385
10,13,13,0.15384615384615385
11,13,13,0.15384615384615385
12,12,12,0.08333333333333333
13,12,12,0.08333333333333333
14,12,12,0.08333333333333333
15,13,11,0.09090909090909091
16,13,11,0.09090909090909091
17,13,11,0.09090909090909091
18,13,11,0.09090909090909091
19,13,11,0.09090909090909091
20,13,11,0.09090909090909091
21,13,11,0.09090909090909091
