,SHD,predicted edges,FDR
0,21,33,0.5454545454545454
1,125,138,0.8913043478260869
2,196,400,0.92
3,196,400,0.92
4,196,400,0.92
5,196,400,0.92
6,196,400,0.92
7,196,400,0.92
8,196,400,0.92
9,196,400,0.92
10,196,400,0.92
11,196,400,0.92
12,196,400,0.92
13,196,400,0.92
14,196,400,0.92
15,196,400,0.92
16,196,400,0.92
17,196,400,0.92
18,196,400,0.92
19,196,400,0.92
20,196,400,0.92
21,196,400,0.92
22,196,400,0.92
23,196,400,0.92
24,196,400,0.92
25,196,400,0.92
26,196,400,0.92
27,196,400,0.92
28,196,400,0.92
29,196,400,0.92
30,196,400,0.92
31,196,400,0.92
32,196,400,0.92
33,196,400,0.92
34,196,400,0.92
35,196,400,0.92
36,196,400,0.92
37,196,400,0.92
38,196,400,0.92
39,196,400,0.92
40,196,400,0.92
41,196,400,0.92
42,196,400,0.92
43,196,400,0.92
44,196,400,0.92
