,SHD,predicted edges,FDR
0,43,16,0.6875
1,41,14,0.6428571428571429
2,42,12,0.6666666666666666
3,37,7,0.42857142857142855
4,38,6,0.5
5,38,6,0.5
6,37,7,0.42857142857142855
7,36,6,0.3333333333333333
8,36,6,0.3333333333333333
9,35,5,0.2
10,35,5,0.2
11,35,5,0.2
12,35,5,0.2
13,34,6,0.16666666666666666
14,34,6,0.16666666666666666
15,34,6,0.16666666666666666
16,34,6,0.16666666666666666
17,34,6,0.16666666666666666
18,34,6,0.16666666666666666
19,34,6,0.16666666666666666
20,34,6,0.16666666666666666
21,34,6,0.16666666666666666
22,34,6,0.16666666666666666
23,34,6,0.16666666666666666
