,SHD,predicted edges,FDR
0,29,41,0.6341463414634146
1,172,256,0.93359375
2,171,240,0.9291666666666667
3,169,222,0.9369369369369369
4,165,206,0.941747572815534
5,154,181,0.9447513812154696
6,148,160,0.94375
7,141,148,0.9391891891891891
8,175,245,0.9224489795918367
9,173,215,0.9302325581395349
10,167,202,0.9257425742574258
11,159,182,0.9285714285714286
12,139,157,0.9171974522292994
13,129,137,0.9197080291970803
14,103,98,0.9387755102040817
15,71,67,0.8955223880597015
16,144,148,0.9459459459459459
17,136,140,0.9428571428571428
18,26,39,0.6153846153846154
19,21,32,0.5625
20,144,165,0.9393939393939394
21,132,142,0.9295774647887324
22,138,148,0.918918918918919
23,140,139,0.9496402877697842
24,38,47,0.7446808510638298
25,22,26,0.6153846153846154
26,102,94,0.9680851063829787
27,23,24,0.625
28,83,83,0.9036144578313253
29,68,59,0.9491525423728814
30,13,19,0.3684210526315789
31,101,105,0.9047619047619048
32,44,34,0.8823529411764706
33,48,44,0.8636363636363636
34,34,34,0.7941176470588235
35,17,24,0.5833333333333334
36,14,25,0.52
37,14,25,0.52
38,14,25,0.52
39,15,26,0.5384615384615384
40,14,25,0.52
41,14,25,0.52
42,15,26,0.5384615384615384
43,15,26,0.5384615384615384
44,15,26,0.5384615384615384
45,15,26,0.5384615384615384
46,13,24,0.5
