,SHD,predicted edges,FDR
0,150,172,0.9593023255813954
1,140,143,0.965034965034965
2,86,81,0.9506172839506173
3,61,72,0.8333333333333334
4,25,34,0.6470588235294118
5,24,31,0.6451612903225806
6,23,30,0.6333333333333333
7,21,28,0.6071428571428571
8,21,28,0.6071428571428571
9,21,30,0.6
10,22,32,0.625
11,23,33,0.6363636363636364
12,24,34,0.6470588235294118
13,24,34,0.6470588235294118
14,25,35,0.6571428571428571
15,24,34,0.6470588235294118
16,24,34,0.6470588235294118
17,23,33,0.6363636363636364
18,22,32,0.625
19,24,34,0.6470588235294118
20,23,33,0.6363636363636364
21,24,34,0.6470588235294118
22,22,32,0.625
