,SHD,predicted edges,FDR
0,44,44,0.6818181818181818
1,39,41,0.6341463414634146
2,29,29,0.4827586206896552
3,23,25,0.36
4,23,27,0.37037037037037035
5,20,26,0.3076923076923077
6,16,22,0.18181818181818182
7,15,21,0.14285714285714285
8,14,18,0.05555555555555555
9,14,18,0.05555555555555555
10,15,17,0.058823529411764705
11,15,17,0.058823529411764705
12,15,17,0.058823529411764705
13,15,17,0.058823529411764705
14,15,17,0.058823529411764705
15,15,17,0.058823529411764705
16,16,16,0.0625
17,16,16,0.0625
18,16,16,0.0625
19,16,16,0.0625
20,17,17,0.11764705882352941
21,17,17,0.11764705882352941
22,18,16,0.125
23,18,16,0.125
24,18,16,0.125
