,SHD,predicted edges,FDR
0,64,55,0.8363636363636363
1,63,54,0.8518518518518519
2,59,48,0.8541666666666666
3,60,50,0.86
4,62,49,0.8775510204081632
5,63,48,0.8958333333333334
6,70,53,0.9245283018867925
7,74,57,0.9298245614035088
8,73,56,0.9285714285714286
9,71,56,0.9107142857142857
10,72,55,0.9272727272727272
11,74,56,0.9464285714285714
12,78,61,0.9508196721311475
13,79,60,0.9666666666666667
14,81,62,0.967741935483871
15,82,65,0.9538461538461539
16,82,65,0.9538461538461539
17,82,69,0.9420289855072463
18,78,66,0.9242424242424242
19,78,68,0.9117647058823529
20,74,62,0.9193548387096774
21,78,68,0.9117647058823529
22,74,61,0.9180327868852459
23,69,55,0.9090909090909091
24,71,57,0.9122807017543859
25,69,52,0.9230769230769231
26,68,51,0.9215686274509803
