,SHD,predicted edges,FDR
0,191,189,0.9523809523809523
1,361,397,0.9672544080604534
2,337,348,0.9655172413793104
3,229,229,0.9650655021834061
4,122,105,0.9904761904761905
5,160,149,0.9731543624161074
6,112,109,0.9357798165137615
7,220,218,0.9678899082568807
8,74,67,0.8955223880597015
9,52,47,0.8297872340425532
10,32,30,0.7
11,37,36,0.75
12,37,37,0.7567567567567568
13,37,36,0.75
14,39,40,0.775
15,39,40,0.775
16,39,40,0.775
17,38,39,0.7692307692307693
18,38,39,0.7692307692307693
19,38,39,0.7692307692307693
20,37,38,0.7631578947368421
21,33,34,0.7352941176470589
22,37,38,0.7631578947368421
23,34,34,0.7352941176470589
