,SHD,predicted edges,FDR
0,210,400,0.955
1,210,400,0.955
2,210,400,0.955
3,210,400,0.955
4,210,400,0.955
5,210,400,0.955
6,210,400,0.955
7,210,400,0.955
8,210,400,0.955
9,210,400,0.955
10,210,400,0.955
11,210,400,0.955
12,210,400,0.955
13,210,400,0.955
14,210,400,0.955
15,210,400,0.955
16,210,400,0.955
17,210,400,0.955
18,210,400,0.955
19,210,400,0.955
20,210,400,0.955
21,210,400,0.955
22,210,400,0.955
23,210,400,0.955
24,210,400,0.955
25,210,400,0.955
26,210,400,0.955
27,210,400,0.955
28,210,400,0.955
29,210,400,0.955
30,210,400,0.955
31,210,400,0.955
32,210,400,0.955
33,210,400,0.955
34,210,400,0.955
35,210,400,0.955
36,210,400,0.955
37,210,400,0.955
38,210,400,0.955
39,210,400,0.955
40,210,400,0.955
41,210,400,0.955
42,210,400,0.955
43,210,400,0.955
44,210,400,0.955
45,210,400,0.955
46,210,400,0.955
47,210,400,0.955
48,210,400,0.955
49,210,400,0.955
