,SHD,predicted edges,FDR
0,13,21,0.5714285714285714
1,11,19,0.5263157894736842
2,9,16,0.5
3,6,12,0.3333333333333333
4,6,12,0.3333333333333333
5,3,11,0.18181818181818182
6,2,10,0.1
7,2,10,0.1
8,5,7,0.14285714285714285
9,5,7,0.14285714285714285
10,5,7,0.14285714285714285
11,5,7,0.14285714285714285
12,5,7,0.14285714285714285
13,5,7,0.14285714285714285
14,5,7,0.14285714285714285
15,5,7,0.14285714285714285
16,5,7,0.14285714285714285
17,5,7,0.14285714285714285
18,5,7,0.14285714285714285
19,5,7,0.14285714285714285
20,5,7,0.14285714285714285
21,5,7,0.14285714285714285
22,5,7,0.14285714285714285
23,5,7,0.14285714285714285
