,SHD,predicted edges,FDR
0,498,481,0.9688149688149689
1,256,255,0.9137254901960784
2,383,355,0.9859154929577465
3,182,146,0.9726027397260274
4,616,603,0.9718076285240465
5,527,520,0.9615384615384616
6,450,439,0.9544419134396356
7,316,329,0.9088145896656535
8,307,283,0.9646643109540636
9,241,213,0.9577464788732394
10,65,63,0.6825396825396826
11,80,91,0.7252747252747253
12,88,99,0.7474747474747475
13,93,105,0.7619047619047619
14,100,112,0.7767857142857143
15,102,114,0.7807017543859649
16,102,113,0.7787610619469026
17,101,112,0.7767857142857143
18,102,114,0.7807017543859649
19,101,112,0.7767857142857143
20,98,107,0.7663551401869159
21,99,110,0.7727272727272727
