,SHD,predicted edges,FDR
0,26,29,0.7241379310344828
1,22,21,0.6666666666666666
2,17,15,0.5333333333333333
3,15,10,0.4
4,18,9,0.5555555555555556
5,17,8,0.5
6,15,8,0.375
7,15,8,0.375
8,14,9,0.3333333333333333
9,14,9,0.3333333333333333
10,14,9,0.3333333333333333
11,14,9,0.3333333333333333
12,14,9,0.3333333333333333
13,14,9,0.3333333333333333
14,14,9,0.3333333333333333
15,14,9,0.3333333333333333
16,15,8,0.375
17,17,6,0.5
18,17,6,0.5
19,15,8,0.375
20,15,8,0.375
21,18,5,0.6
22,15,8,0.375
23,17,4,0.5
24,17,4,0.5
