,SHD,predicted edges,FDR
0,38,42,0.6428571428571429
1,178,227,0.9383259911894273
2,174,211,0.9383886255924171
3,166,190,0.9473684210526315
4,157,168,0.9404761904761905
5,152,156,0.9358974358974359
6,128,131,0.916030534351145
7,90,72,0.9583333333333334
8,90,69,0.9855072463768116
9,71,56,0.9642857142857143
10,72,58,0.9655172413793104
11,76,63,0.9682539682539683
12,69,56,0.9642857142857143
13,70,58,0.9482758620689655
14,71,58,0.9482758620689655
15,71,57,0.9649122807017544
16,71,56,0.9642857142857143
17,70,55,0.9636363636363636
18,70,56,0.9642857142857143
19,73,58,0.9655172413793104
20,70,55,0.9636363636363636
21,71,54,0.9629629629629629
22,70,54,0.9629629629629629
23,73,57,0.9649122807017544
24,70,53,0.9622641509433962
25,67,49,0.9591836734693877
26,67,49,0.9591836734693877
27,66,48,0.9583333333333334
28,66,48,0.9583333333333334
29,65,47,0.9574468085106383
30,65,46,0.9565217391304348
31,65,46,0.9565217391304348
32,66,47,0.9574468085106383
33,68,49,0.9591836734693877
34,70,50,0.96
35,71,51,0.9607843137254902
36,69,49,0.9591836734693877
37,68,48,0.9583333333333334
38,68,48,0.9583333333333334
39,69,49,0.9591836734693877
40,69,48,0.9583333333333334
41,69,49,0.9591836734693877
42,70,49,0.9591836734693877
43,70,50,0.96
44,68,47,0.9574468085106383
45,70,49,0.9591836734693877
46,69,48,0.9583333333333334
47,69,48,0.9583333333333334
48,68,47,0.9574468085106383
49,68,47,0.9574468085106383
