,SHD,predicted edges,FDR
0,38,12,0.5
1,38,12,0.5
2,35,13,0.38461538461538464
3,34,10,0.3
4,35,9,0.3333333333333333
5,35,9,0.3333333333333333
6,34,10,0.3
7,34,10,0.3
8,33,9,0.2222222222222222
9,33,9,0.2222222222222222
10,32,10,0.2
11,32,10,0.2
12,31,11,0.18181818181818182
13,31,11,0.18181818181818182
14,32,10,0.2
15,32,10,0.2
16,31,9,0.1111111111111111
17,32,8,0.125
18,32,8,0.125
19,32,8,0.125
20,32,8,0.125
21,32,8,0.125
22,32,8,0.125
23,33,7,0.14285714285714285
24,33,7,0.14285714285714285
25,35,5,0.2
