,SHD,predicted edges,FDR
0,298,307,0.9543973941368078
1,251,249,0.9558232931726908
2,256,263,0.9543726235741445
3,211,203,0.9605911330049262
4,106,109,0.8807339449541285
5,184,165,0.9878787878787879
6,123,104,0.9711538461538461
7,117,97,0.9690721649484536
8,112,95,0.9578947368421052
9,110,96,0.9375
10,110,97,0.9381443298969072
11,105,92,0.9347826086956522
12,109,96,0.9375
13,105,92,0.9347826086956522
14,104,91,0.9340659340659341
15,104,91,0.9340659340659341
16,104,91,0.9340659340659341
17,102,89,0.9325842696629213
18,103,90,0.9333333333333333
19,103,90,0.9333333333333333
20,101,88,0.9318181818181818
21,103,90,0.9333333333333333
22,105,92,0.9347826086956522
23,108,95,0.9368421052631579
24,106,93,0.9354838709677419
25,107,94,0.9361702127659575
26,106,93,0.9354838709677419
27,105,92,0.9347826086956522
28,109,96,0.9375
29,106,93,0.9354838709677419
30,105,92,0.9347826086956522
31,108,95,0.9368421052631579
32,106,93,0.9354838709677419
33,106,91,0.945054945054945
34,107,94,0.9361702127659575
35,102,89,0.9325842696629213
36,107,94,0.9361702127659575
37,105,92,0.9347826086956522
38,107,94,0.9361702127659575
39,109,97,0.9381443298969072
40,105,92,0.9347826086956522
41,104,92,0.9347826086956522
42,105,93,0.9354838709677419
43,107,95,0.9368421052631579
44,105,93,0.9354838709677419
45,107,95,0.9368421052631579
46,107,95,0.9368421052631579
47,109,96,0.9375
48,103,91,0.9340659340659341
49,107,95,0.9368421052631579
