,SHD,predicted edges,FDR
0,141,145,0.9448275862068966
1,133,136,0.9485294117647058
2,44,49,0.7755102040816326
3,27,20,0.75
4,34,23,0.8695652173913043
5,33,33,0.7878787878787878
6,20,25,0.56
7,13,22,0.4090909090909091
8,13,23,0.43478260869565216
9,13,23,0.43478260869565216
10,13,22,0.4090909090909091
11,13,23,0.43478260869565216
12,13,23,0.43478260869565216
13,14,24,0.4583333333333333
14,14,24,0.4583333333333333
15,14,24,0.4583333333333333
16,14,24,0.4583333333333333
17,14,24,0.4583333333333333
18,14,23,0.43478260869565216
19,13,22,0.4090909090909091
20,12,21,0.38095238095238093
21,12,21,0.38095238095238093
22,12,21,0.38095238095238093
23,12,21,0.38095238095238093
