,SHD,predicted edges,FDR
0,46,22,0.8636363636363636
1,43,18,0.8333333333333334
2,41,22,0.7727272727272727
3,38,17,0.7058823529411765
4,37,18,0.6666666666666666
5,36,18,0.6111111111111112
6,34,17,0.5294117647058824
7,33,16,0.5
8,34,13,0.5384615384615384
9,33,12,0.5
10,33,12,0.5
11,33,12,0.5
12,32,13,0.46153846153846156
13,32,13,0.46153846153846156
14,32,13,0.46153846153846156
15,32,13,0.46153846153846156
16,32,13,0.46153846153846156
17,33,14,0.5
18,34,15,0.5333333333333333
19,36,17,0.5882352941176471
20,36,17,0.5882352941176471
21,35,14,0.5714285714285714
22,37,16,0.625
23,35,14,0.5714285714285714
