,SHD,predicted edges,FDR
0,33,41,0.7073170731707317
1,183,299,0.9230769230769231
2,182,292,0.9212328767123288
3,181,286,0.9195804195804196
4,180,278,0.920863309352518
5,180,271,0.9188191881918819
6,178,264,0.9204545454545454
7,177,254,0.9212598425196851
8,174,245,0.926530612244898
9,172,234,0.9316239316239316
10,170,224,0.9375
11,167,215,0.9348837209302325
12,166,200,0.93
13,163,192,0.9322916666666666
14,157,174,0.9310344827586207
15,143,156,0.9230769230769231
16,126,132,0.9242424242424242
17,122,127,0.9291338582677166
18,129,127,0.952755905511811
19,121,117,0.9487179487179487
20,103,112,0.9017857142857143
21,101,109,0.8990825688073395
22,53,46,0.8913043478260869
23,109,117,0.9572649572649573
24,104,102,0.9509803921568627
25,106,101,0.9504950495049505
26,163,221,0.9366515837104072
27,153,188,0.9361702127659575
28,140,162,0.9259259259259259
29,131,138,0.927536231884058
30,118,121,0.9256198347107438
31,123,126,0.9285714285714286
32,146,168,0.9226190476190477
33,140,152,0.9210526315789473
34,139,149,0.9194630872483222
35,186,279,0.942652329749104
36,182,250,0.94
37,173,227,0.9383259911894273
38,160,195,0.9435897435897436
39,143,166,0.9457831325301205
40,140,150,0.9533333333333334
41,133,136,0.9558823529411765
42,136,137,0.9562043795620438
43,163,232,0.9482758620689655
44,156,201,0.9402985074626866
45,138,162,0.9382716049382716
46,129,132,0.946969696969697
47,113,110,0.9363636363636364
48,113,110,0.9363636363636364
49,138,149,0.9194630872483222
