,SHD,predicted edges,FDR
0,51,44,0.8409090909090909
1,143,151,0.9470198675496688
2,104,111,0.9009009009009009
3,85,76,0.9210526315789473
4,106,94,0.9574468085106383
5,65,53,0.9056603773584906
6,44,47,0.7446808510638298
7,33,44,0.6363636363636364
8,26,39,0.5641025641025641
9,27,46,0.5652173913043478
10,27,46,0.5652173913043478
11,28,47,0.574468085106383
12,27,46,0.5652173913043478
13,27,46,0.5652173913043478
14,28,47,0.574468085106383
15,28,47,0.574468085106383
16,27,46,0.5652173913043478
17,27,46,0.5652173913043478
18,27,46,0.5652173913043478
19,25,44,0.5454545454545454
20,24,41,0.5365853658536586
21,24,41,0.5365853658536586
22,24,41,0.5365853658536586
23,24,39,0.5384615384615384
24,24,41,0.5365853658536586
25,24,37,0.5405405405405406
