,SHD,predicted edges,FDR
0,45,38,0.8947368421052632
1,38,29,0.8620689655172413
2,23,16,0.625
3,18,10,0.5
4,17,11,0.45454545454545453
5,17,11,0.45454545454545453
6,18,12,0.5
7,17,11,0.45454545454545453
8,17,9,0.4444444444444444
9,15,7,0.2857142857142857
10,14,6,0.16666666666666666
11,15,7,0.2857142857142857
12,14,8,0.25
13,15,9,0.3333333333333333
14,15,9,0.3333333333333333
15,15,9,0.3333333333333333
16,15,9,0.3333333333333333
17,15,9,0.3333333333333333
18,16,10,0.4
19,16,9,0.3333333333333333
20,16,9,0.3333333333333333
21,16,9,0.3333333333333333
22,14,7,0.14285714285714285
23,16,9,0.3333333333333333
