,SHD,predicted edges,FDR
0,95,104,0.8653846153846154
1,410,544,0.9761029411764706
2,401,512,0.974609375
3,394,483,0.9751552795031055
4,381,449,0.9732739420935412
5,370,414,0.9734299516908212
6,346,364,0.9697802197802198
7,317,324,0.9691358024691358
8,465,900,0.9788888888888889
9,465,900,0.9788888888888889
10,465,900,0.9788888888888889
11,465,900,0.9788888888888889
12,465,900,0.9788888888888889
13,465,900,0.9788888888888889
14,465,900,0.9788888888888889
15,465,900,0.9788888888888889
16,465,900,0.9788888888888889
17,465,900,0.9788888888888889
18,465,900,0.9788888888888889
19,465,900,0.9788888888888889
20,465,900,0.9788888888888889
21,465,900,0.9788888888888889
22,465,900,0.9788888888888889
23,465,900,0.9788888888888889
24,465,900,0.9788888888888889
25,465,900,0.9788888888888889
26,465,900,0.9788888888888889
27,465,900,0.9788888888888889
28,465,900,0.9788888888888889
29,465,900,0.9788888888888889
30,465,900,0.9788888888888889
31,465,900,0.9788888888888889
32,465,900,0.9788888888888889
33,465,900,0.9788888888888889
34,465,900,0.9788888888888889
35,465,900,0.9788888888888889
36,465,900,0.9788888888888889
37,465,900,0.9788888888888889
38,465,900,0.9788888888888889
39,465,900,0.9788888888888889
40,465,900,0.9788888888888889
41,465,900,0.9788888888888889
42,465,900,0.9788888888888889
43,465,900,0.9788888888888889
44,465,900,0.9788888888888889
45,465,900,0.9788888888888889
46,465,900,0.9788888888888889
47,465,900,0.9788888888888889
48,465,900,0.9788888888888889
49,465,900,0.9788888888888889
